"date","start_date","end_date","REGION TYPE","REGION","YEAR","WEEK","% WEIGHTED ILI","OT","AGE 0-4","AGE 25-49","AGE 25-64","AGE 5-24","AGE 50-64","AGE 65","ILITOTAL","NUM. OF PROVIDERS","TOTAL PATIENTS","YEAR_WEEK","prior_history_avg","prior_history_std","fact","preds"
"2019-12-30","2019-12-30","2020-01-05","National","X",2020,1,5.91974,6.22926,21564,"27650","X",23383,"9208",6876,88681,2957,1423620,"2020-1",0.0,0.7344177919413445,"null","In the long-term, it is likely that public health efforts will focus on developing more effective vaccines and treatments for influenza and related viruses, as well as improving surveillance and detection methods.;In the short-term, it is likely that influenza and RSV cases will continue to rise, particularly during the peak winter months."
"2020-01-06","2020-01-06","2020-01-12","National","X",2020,2,4.94176,5.06974,15547,"23631","X",22747,"8196",5464,75585,2987,1490905,"2020-2",0.0,0.6996832172990861,"null","In the long-term future (next few months), it is possible that new vaccine strains will be developed to combat the antigenically drifted influenza A(H3N2) viruses, and efforts to improve influenza vaccination coverage among healthcare personnel may lead to better outcomes.;In the short-term future (next 1-4 weeks), it is likely that influenza virus infections will continue to spread, and the effectiveness of current vaccines may be limited."
"2020-01-13","2020-01-13","2020-01-19","National","X",2020,3,5.33174,5.35782,16587,"21395","X",29657,"7379",4728,79746,2983,1488404,"2020-3",0.0,0.7406646948991157,"null","In the long term, continued surveillance and vaccination efforts will be necessary to control the spread of influenza and other respiratory viruses, and to adapt to emerging strains and mutations.;In the short term, it is likely that influenza B and HPIV will continue to circulate, and vaccination rates will play a critical role in determining the severity of the flu season."
"2020-01-20","2020-01-20","2020-01-26","National","X",2020,4,6.08106,6.0261,18558,"23657","X",35216,"7971",4670,90072,2984,1494697,"2020-4",0.0,0.6899580433982926,"null","In the next few months, the flu season may peak, and the effectiveness of the influenza vaccine will be crucial in determining the severity of the season.   Note: The provided information is mostly focused on the US, and the predictions are based on the current situation and the available data.;In the next 1-4 weeks, we can expect a continued high level of influenza activity, with a possibility of increased hospitalizations and severe cases."
"2020-01-27","2020-01-27","2020-02-02","National","X",2020,5,6.74724,6.87271,20299,"28889","X",44117,"9527",5475,108307,2984,1575900,"2020-5",0.0,0.7422752010541643,"null","In the long-term, research into the immune response to influenza virus infection may lead to the development of more effective vaccines and treatments, particularly for susceptible populations such as pregnant women.   Note: Some parts were marked as ""NA"" as they were not relevant to predicting Public Health and FLU.;In the short-term, it is likely that influenza B viruses will continue to predominate in the United States, particularly among children."
"2020-02-03","2020-02-03","2020-02-09","National","X",2020,6,6.7998,7.08261,20270,"29790","X",45491,"10036",5702,111289,2994,1571300,"2020-6",0.0,0.8870870184654942,"null","In the long-term, the development of effective antiviral treatments and vaccines will be crucial in reducing the burden of influenza and other viral infections.;In the short-term, the number of flu cases and deaths is likely to continue to rise, with a possible peak in the next 2-4 weeks."
"2020-02-10","2020-02-10","2020-02-16","National","X",2020,7,6.11292,6.22068,17393,"26428","X",36909,"9231",5457,95418,2958,1533883,"2020-7",0.0,0.7544430441060479,"null","In the next few months, the development of new vaccines and treatments may improve the response to influenza outbreaks, reducing the economic burden and public health impact.;In the next 1-4 weeks, the number of influenza cases may decrease as public health measures such as social distancing and vaccination campaigns take effect."
"2020-02-17","2020-02-17","2020-02-23","National","X",2020,8,5.55671,5.62148,15233,"22908","X",28328,"8221",5142,79832,2909,1420123,"2020-8",0.0,0.794753709208079,"null","In the long-term, the development of better influenza vaccines and continued research into the immune response to infection will be important in reducing the burden of influenza and improving public health outcomes.;In the short-term, it is likely that there will be continued transmission and outbreaks of influenza, particularly among high-risk groups, and public health authorities will need to remain vigilant in monitoring and responding to these outbreaks."
"2020-02-24","2020-02-24","2020-03-01","National","X",2020,9,5.12279,5.10226,13817,"22125","X",25487,"8273",5107,74809,2934,1466192,"2020-9",0.0,0.8485040846749059,"null","As the flu season comes to an end, it's essential to continue monitoring and preparing for the next season, including improving the effectiveness of the flu vaccine and enhancing public health surveillance data.;Based on the current trends, it's likely that the flu season will continue to peak in the next 1-4 weeks, with a possible increase in influenza-like illness surveillance data."
"2020-03-02","2020-03-02","2020-03-08","National","X",2020,10,5.26652,5.28928,13888,"23906","X",26396,"8891",5698,78779,2901,1489410,"2020-10",0.0,0.6525496035398382,"null","In the next few months, public health officials will likely focus on reviewing the effectiveness of this season's influenza vaccine and preparing for the upcoming season, with an emphasis on improving vaccine effectiveness and increasing vaccination rates .;In the next 1-4 weeks, it is likely that influenza activity will continue to decline as the season comes to an end, but continued vaccination efforts will be crucial in protecting vulnerable populations ."
"2020-03-09","2020-03-09","2020-03-15","National","X",2020,11,5.67081,6.29229,14149,"29657","X",27752,"11327",6686,89571,2836,1423503,"2020-11",0.0,0.4924363417302451,"null","In the long-term future (next few months), the development of effective vaccines and treatments for both influenza and COVID-19 will be crucial in mitigating the impact of these diseases on public health.;In the short-term future (next 1-4 weeks), it is likely that the number of influenza cases will continue to rise, and the COVID-19 outbreak may further complicate the situation."
"2020-03-16","2020-03-16","2020-03-22","National","X",2020,12,6.38029,7.35285,10790,"30818","X",17512,"12478",6986,78584,2798,1068755,"2020-12",0.0,0.3552882500965473,"null","In the long-term future (next few months), the risk of influenza infection may decrease as the flu season comes to an end, but the risk of avian influenza transmission to humans may remain, particularly if the HPAI H5N1 virus continues to circulate in wild birds.;In the short-term future (next 1-4 weeks), it is likely that the risk of influenza infection will continue to be present, particularly in populations with compromised immune systems."
